Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2022";"Zeeland";"1597,3755";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2023";"Zeeland";"1441,11945";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Aardgasverbruik subsectoren Gebouwde omgeving";"Aardgasverbruik Commerciële dienstverlening";"TJ";"2024";"Zeeland";"1400,67075";"Optelling en bijschatting door RVO o.b.v. CBS-gegevens";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2011";"Zeeland";"143,949039096977";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2012";"Zeeland";"137,250203942774";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2013";"Zeeland";"134,42036532107";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2014";"Zeeland";"130,824054159263";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2015";"Zeeland";"127,021678648034";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2016";"Zeeland";"121,661515665065";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2017";"Zeeland";"44,6116276429317";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2018";"Zeeland";"76,0425689825496";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2019";"Zeeland";"76,7288614395197";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2020";"Zeeland";"60,9415489629375";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2021";"Zeeland";"59,0124081027846";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2022";"Zeeland";"36,6217680156669";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2023";"Zeeland";"32,8898521969966";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte woningen (weergecorrigeerd)";"TJ";"2024";"Zeeland";"34,8183140148388";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte Commerciële en publieke dienstverlening";"TJ";"2011";"Zeeland";"4,20756263983309";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
"2.3 Energieverbruik gebouwde omgeving";"Verbruik stadswarmte";"Verbruik stadswarmte Commerciële en publieke dienstverlening";"TJ";"2012";"Zeeland";"4,35973254982533";"Duurzaamheidsrapportage warmtenetten RVO en historische bijschatting";"";
