Mosaic;Tegel;Indicator;Eenheid;Periode;gebied / dimensie;Waarde;Bron;Omschrijving
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2015";"Zeeland";"8552,16922433669";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2016";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2017";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2018";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2019";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2020";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2021";"Zeeland";"7305,95130763381";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch (1.1.1 + 1.1.3)";"Totaal CO₂-emissies verbruiksbenadering en niet-energetisch";"kton";"2022";"Zeeland";"5965,9055706567";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2010";"Zeeland";"16335,3056853883";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2011";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2012";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2013";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2014";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2015";"Zeeland";"14262,5940906352";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2016";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2017";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2018";"Zeeland";"x";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2019";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2020";"Zeeland";"12542,4627475843";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2021";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2022";"Zeeland";"?";"";"";
"1.1 Totaal emissies";"Totaal CO₂-emissies bronbenadering en niet-energetisch (1.1.2 + 1.1.3)";"Totaal CO₂-emissies bronbenadering en niet-energetisch";"kton";"2023";"Zeeland";"10010,4038495474";"";"";
